"V1" "V2" "V3" "V4" "V5"
"1" 0.653265317384876 0.607717041800643 0.0627769593630711 0.14628681327569 0.54238203256085
"2" 0.733442489338549 0.614147909967846 0.364666797680412 0.586407851809814 0.446769085289259
"3" 0.624203833260222 0.852090032154341 0.627390341539696 0.698315995851059 0.906030433861906
"4" 0.960524609688224 0.372990353697749 0.0377853050533701 0.14628681327569 0.54238203256085
"5" 0.587555113984672 0.881028938906752 0.651870961301186 0.698315995851059 0.948956831360198
"6" 0.447783903589461 0.684887459807074 0.651870961301186 0.537928287085493 0.504360359271172
"7" 0.282107643013957 0.823151125401929 0.535864850877831 0.698315995851059 0.698992812307588
"8" 0.678946159117823 0.977491961414791 0.677011272611858 0.648112165764814 0.959470548634581
"9" 0.568794101845926 0.495176848874598 0.212301736056019 0.330754098579341 0.461440391953408
"10" 0.0920974377335113 0.369774919614148 0.514533088885132 0 0.345151165628032
"11" 0.45962076036697 0.726688102893891 0.627390341539696 0.813835943159381 0.576511917064749
"12" 0.264212953838001 0.282958199356913 0.288311411730046 0.330754098579341 0.251177881351502
"13" 0.838144518631749 0.536977491961415 0.103921070155539 0.431951498630542 0.577712029562796
"14" 0.0943002179325689 0.418006430868167 0.872315059239456 0.14628681327569 0.37671321092182
"15" 0.53738914958334 0.37620578778135 0.142676209888969 0.276878336588371 0.54238203256085
"16" 0.0319617938015645 0.170418006430868 0.288311411730046 0.109460570166983 0.297714090063855
"17" 0.0920974377335113 0.495176848874598 0.651870961301186 0.330754098579341 0.345151165628032
"18" 0.380195749497416 0.42443729903537 0.160638560180396 0.478500208370274 0.425197123396491
"19" 0.574756541596515 0.852090032154341 0.514533088885132 0.537928287085493 0.906279170348755
"20" 0.447783903589461 0.707395498392283 0.651870961301186 0.648112165764814 0.534638273041246
"21" 0.624203833260222 0.790996784565916 0.702821340058883 0.648112165764814 0.787626392518638
"22" 0.37229422454257 0.514469453376206 0.118411387620891 0.478500208370274 0.426381567824689
"23" 0.497518889439109 0.697749196141479 0.364666797680412 0.762069215881706 0.545827622174543
"24" 0.331936012998115 0.591639871382637 0.435109676650442 0.813835943159381 0.373402878468002
"25" 0.95389389968847 0.614147909967846 0.317359789168927 0.478500208370274 0.541846771121584
"26" 0.112997765091634 0.289389067524116 0.364666797680412 0.375096326822705 0.340364209656664
"27" 0.477693450646586 0.520900321543408 0.30259286301709 0.586407851809814 0.456465584558899
"28" 0.248390015295632 0.508038585209003 0.348387373858333 0.698315995851059 0.196417131978639
"29" 0.137262567188558 0.466237942122186 0.84227296084362 0.648112165764814 0.13374705164952
"30" 0.520007272502554 0.482315112540193 0.151473062091352 0.879457573779522 0.490644359566877
"31" 0.487969100610572 0.495176848874598 0.30259286301709 0.586407851809814 0.472547172297344
"32" 0.996599260591482 0.260450160771704 0.0344140650881236 0.537928287085493 0.522524124327678
"33" 0.800747091354065 0.681672025723473 0.248287429082999 0.375096326822705 0.62400673902109
"34" 0.578199312791976 0.302250803858521 0.0124913481881143 0.478500208370274 0.431470205460584
"35" 0.436530366541305 0.530546623794212 0.235855628913216 0.762069215881706 0.421554293789165
"36" 0.193539590305605 0.627009646302251 0.729311266753165 0.478500208370274 0.4060769942587
"37" 0.599645871301088 0.839228295819936 0.677011272611858 0.648112165764814 0.896945497904282
"38" 0.624203833260222 0.70096463022508 0.45409947520914 0.648112165764814 0.604293623101357
"39" 0.229309177435793 0.398713826366559 0.514533088885132 0.879457573779522 0.357470147594291
"40" 0.436530366541305 0.340836012861736 0.103921070155539 0.586407851809814 0.43922249187054
"41" 0.0599869667484552 0.115755627009646 0.19043410482179 0.330754098579341 0.11524471378286
"42" 0.644531471726606 0.919614147909968 0.580368112670072 0.431951498630542 0.978008191179652
"43" 0.123786496643052 0.356913183279743 0.651870961301186 0.586407851809814 0.321589642533872
"44" 0.373014750548881 0.67524115755627 0.677011272611858 0.431951498630542 0.492273466820332
"45" 0.352666511771161 0.559485530546624 0.45409947520914 0.648112165764814 0.370060206106487
"46" 0.527755422491181 0.614147909967846 0.348387373858333 0.762069215881706 0.49950823011503
"47" 0.358882450620784 0.646302250803859 0.288311411730046 0.537928287085493 0.400230285072868
"48" 0.574756541596515 0.553054662379421 0.0627769593630711 0.14628681327569 0.484490739390077
"49" 0.468350509903207 0.244372990353698 0.0142652230366629 0.813835943159381 0.446605950999208
"50" 0.838144518631749 0.688102893890675 0.201161614766783 0.537928287085493 0.609690387195748
"51" 0.419645600427018 0.546623794212219 0.416681108881079 0.478500208370274 0.373361575968726
"52" 0.53738914958334 0.495176848874598 0.288311411730046 0.648112165764814 0.5102579264357
"53" 0.44438345610826 0.514469453376206 0.0229210014580571 0.478500208370274 0.430080452015314
"54" 0.454221970283483 0.742765273311897 0.398804151407348 0.932657205166915 0.536009547976478
"55" 0.759624535804641 0.263665594855305 0.0451777231561929 0.932657205166915 0.441575697347599
"56" 0.624203833260222 0.627009646302251 0.381469226123769 1 0.44066527512852
"57" 0.212305199965966 0.446945337620579 0.603559387552338 0.648112165764814 0.287497191085724
"58" 0.479355609665668 0.559485530546624 0.30259286301709 0.648112165764814 0.478893769297346
"59" 0.626337600918792 0.813504823151125 0.603559387552338 0.478500208370274 0.858234508001551
"60" 0.838144518631749 0.778135048231511 0.514533088885132 0.586407851809814 0.784143281526494
"61" 0.429320233895678 0.520900321543408 0.348387373858333 0.235132365207418 0.381943494410943
"62" 0.204514989037123 0.440514469453376 0.288311411730046 0.586407851809814 0.39834908106381
"63" 0.632421108867611 0.504823151125402 0.261167896812603 0.698315995851059 0.420980050929422
"64" 0.084264868886491 0.434083601286174 0.332621505953417 0.648112165764814 0.219450128482436
"65" 0.436530366541305 0.254019292604502 0.0451777231561929 0.586407851809814 0.43922249187054
"66" 0.388045018426088 0.762057877813505 0.729311266753165 0.537928287085493 0.664348154118808
"67" 0.384483537113727 0.540192926045016 0.212301736056019 0.762069215881706 0.383943157464577
"68" 0.24098018014843 0.591639871382637 0.729311266753165 0.375096326822705 0.449449482961243
"69" 0.436530366541305 0.42443729903537 0.201161614766783 0.276878336588371 0.46421392555806
"70" 0.996599260591482 0.45016077170418 0.151473062091352 0.586407851809814 0.513503431083361
"71" 0.477693450646586 0.588424437299035 0.473660167079613 0.537928287085493 0.465543656165556
"72" 0.419645600427018 0.546623794212219 0.416681108881079 0.478500208370274 0.373361575968726
